participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.completionlink,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session._events_loaded,session.start_time,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.initialized_round,my_survey_static.1.player.time_start_round,my_survey_static.1.player.assigned_seed,my_survey_static.1.player.seed,my_survey_static.1.player.round_time_left,my_survey_static.1.player.round_timed_out,my_survey_static.1.player.waited_n_refresh,my_survey_static.1.player.topic_number,my_survey_static.1.player.interacted_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.partition_user,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.initialized_round,my_survey_static.2.player.time_start_round,my_survey_static.2.player.assigned_seed,my_survey_static.2.player.seed,my_survey_static.2.player.round_time_left,my_survey_static.2.player.round_timed_out,my_survey_static.2.player.waited_n_refresh,my_survey_static.2.player.topic_number,my_survey_static.2.player.interacted_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.partition_user,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.initialized_round,my_survey_static.3.player.time_start_round,my_survey_static.3.player.assigned_seed,my_survey_static.3.player.seed,my_survey_static.3.player.round_time_left,my_survey_static.3.player.round_timed_out,my_survey_static.3.player.waited_n_refresh,my_survey_static.3.player.topic_number,my_survey_static.3.player.interacted_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.partition_user,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.initialized_round,my_survey_static.4.player.time_start_round,my_survey_static.4.player.assigned_seed,my_survey_static.4.player.seed,my_survey_static.4.player.round_time_left,my_survey_static.4.player.round_timed_out,my_survey_static.4.player.waited_n_refresh,my_survey_static.4.player.topic_number,my_survey_static.4.player.interacted_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.partition_user,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
1,napfxj2r,921405.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:06:38.598188,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,1,,0.0,921405,1,1754921198.67,1,214.0,466.0,0,0.0,4.0,4.0,-2.0,10.45,-1.0,1.0,15.29,4678321950.0,9.0,40.0,-2.0,48.13,0.0,1.0,61.55,-1.0,1.0,35.59,1,1,1,,0.0,921405,1,1754921370.09,1,111.0,411.0,0,0.0,1.0,41.0,-2.0,7.19,-1.0,1.0,13.36,8041265739.0,3.0,11.0,-2.0,31.87,2.0,1.0,138.49,-2.0,0.0,4.47,1,2,1,,0.0,921405,1,1754921565.88,1,223.0,498.0,0,0.0,3.0,413.0,-2.0,4.33,-1.0,1.0,5.78,8134602579.0,5.0,30.0,-2.0,39.29,2.0,1.0,54.33,-2.0,0.0,4.18,1,3,1,,0.0,921405,1,1754921674.18,1,212.0,460.0,0,0.0,2.0,4132.0,-2.0,6.33,-1.0,1.0,7.26,4169870325.0,8.0,22.0,-1.0,24.44,0.0,1.0,103.94,-1.0,0.0,3.42,1,4,1,,0.0,Democrat,Strong,,1,1,1,,0.0,55-64,Male,,,1,1
2,hkfootyu,925969.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:11:31.383635,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,2,,0.0,925969,1,1754921491.48,1,112.0,436.0,0,0.0,2.0,2.0,-2.0,22.96,-1.0,1.0,33.81,6238015497.0,6.0,25.0,0.0,65.35,3.0,0.0,44.12,0.0,0.0,13.59,1,1,2,,0.0,925969,1,1754921671.68,1,133.0,506.0,0,0.0,3.0,23.0,-2.0,16.22,-1.0,1.0,7.32,389476512.0,1.0,33.0,-1.0,45.18,3.0,0.0,26.15,-1.0,0.0,8.56,1,2,2,,0.0,925969,1,1754921775.45,1,231.0,550.0,0,0.0,1.0,231.0,-2.0,9.0,-1.0,1.0,9.23,2495871603.0,1.0,14.0,0.0,5.29,3.0,0.0,27.53,0.0,1.0,85.46,1,3,2,,0.0,925969,1,1754921912.33,1,234.0,474.0,0,0.0,4.0,2314.0,-2.0,15.61,-1.0,1.0,2.88,1378529046.0,0.0,41.0,-2.0,28.12,3.0,1.0,81.22,-1.0,0.0,11.74,1,4,2,,0.0,Independent,,Democrat Party,1,1,2,,0.0,45-54,Female,,"Just thought I'd let you know that participants can see the ""left,"" ""center,"" and ""right"" labels for each article. It did not influence my article choices, but I did notice them. ",1,1
3,mp0erzs3,911417.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:13:06.618799,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,3,,0.0,911417,1,1754921586.66,1,221.0,500.0,0,0.0,1.0,1.0,2.0,15.27,1.0,1.0,18.69,7584026319.0,0.0,17.0,1.0,27.03,3.0,1.0,40.29,-1.0,0.0,9.54,1,1,3,,0.0,911417,1,1754921698.69,1,113.0,542.0,0,0.0,3.0,13.0,2.0,4.47,1.0,1.0,3.55,7246893150.0,4.0,38.0,2.0,10.41,3.0,1.0,41.44,0.0,0.0,9.6,1,2,3,,0.0,911417,1,1754921769.02,1,124.0,565.0,0,0.0,4.0,134.0,2.0,6.53,1.0,1.0,3.63,9251403876.0,0.0,49.0,2.0,8.33,3.0,1.0,18.21,1.0,0.0,4.44,1,3,3,,0.0,911417,1,1754921811.71,1,132.0,538.0,0,0.0,2.0,1342.0,2.0,4.68,1.0,1.0,3.44,5721896340.0,1.0,27.0,1.0,18.43,3.0,1.0,37.99,1.0,0.0,8.33,1,4,3,,0.0,Independent,,Republican Party,1,1,3,,0.0,55-64,Female,,,1,1
4,99tgvx81,959687.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:13:09.488416,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,4,,0.0,959687,1,1754921589.56,1,114.0,458.0,0,0.0,4.0,4.0,-2.0,18.41,-1.0,1.0,30.14,1926748350.0,9.0,40.0,-2.0,35.06,2.0,0.0,59.15,-2.0,0.0,5.52,1,1,4,,0.0,959687,1,1754921738.26,1,121.0,529.0,0,0.0,1.0,41.0,-1.0,14.84,-1.0,1.0,5.4,2957380416.0,0.0,12.0,-1.0,21.09,0.0,1.0,31.34,-2.0,0.0,6.08,1,2,4,,0.0,959687,1,1754921817.45,1,222.0,470.0,0,0.0,2.0,412.0,-2.0,8.79,-1.0,1.0,16.4,7381462950.0,1.0,23.0,-1.0,9.03,2.0,1.0,97.89,-2.0,0.0,3.25,1,3,4,,0.0,959687,1,1754921953.27,1,123.0,470.0,0,0.0,3.0,4123.0,-2.0,23.8,-1.0,1.0,58.1,6127483905.0,1.0,31.0,-2.0,9.33,2.0,1.0,40.8,-2.0,0.0,3.94,1,4,4,,0.0,Democrat,Strong,,1,1,4,,0.0,45-54,Male,,Keep up the good work!,1,1
5,34o9v7ga,468167.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:14:31.993647,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,5,,0.0,468167,1,1754921672.09,1,122.0,489.0,0,0.0,2.0,2.0,-2.0,12.96,-1.0,1.0,10.83,5148763902.0,0.0,25.0,0.0,27.04,3.0,1.0,62.56,-1.0,0.0,7.52,1,1,5,,0.0,468167,1,1754921793.49,1,213.0,426.0,0,0.0,3.0,23.0,-1.0,7.88,-1.0,1.0,6.24,8497016253.0,8.0,35.0,0.0,19.06,3.0,1.0,142.95,-1.0,0.0,5.58,1,2,5,,0.0,468167,1,1754921975.75,1,231.0,299.0,0,0.0,1.0,231.0,-2.0,206.95,-1.0,1.0,6.32,4295871603.0,0.0,14.0,0.0,19.26,3.0,1.0,70.32,-1.0,0.0,5.45,1,3,5,,0.0,468167,1,1754922284.57,1,134.0,441.0,0,0.0,4.0,2314.0,-1.0,4.96,-1.0,1.0,2.33,1207893564.0,9.0,44.0,0.0,15.7,3.0,1.0,138.11,-1.0,0.0,3.65,1,4,5,,0.0,Independent,,Democrat Party,1,1,5,,0.0,55-64,Male,,,1,1
6,36f2fet8,963661.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:15:34.763913,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,6,,0.0,963661,1,1754921734.81,1,234.0,466.0,0,0.0,4.0,4.0,-2.0,15.46,-1.0,1.0,19.59,3718529046.0,2.0,41.0,-2.0,29.2,0.0,1.0,71.18,-2.0,1.0,17.01,1,1,6,,0.0,963661,1,1754921887.57,1,232.0,494.0,0,0.0,2.0,42.0,-2.0,6.17,-1.0,1.0,7.7,4760928153.0,7.0,21.0,-2.0,18.9,0.0,1.0,75.07,-2.0,0.0,4.35,1,2,6,,0.0,963661,1,1754922000.1,1,221.0,530.0,0,0.0,1.0,421.0,-2.0,4.18,-1.0,1.0,5.95,7584026319.0,5.0,12.0,-1.0,14.37,3.0,1.0,47.86,-1.0,0.0,6.37,1,3,6,,0.0,963661,1,1754922079.15,1,213.0,540.0,0,0.0,3.0,4213.0,-2.0,5.85,-1.0,1.0,2.28,5849701623.0,5.0,30.0,-2.0,11.61,2.0,1.0,42.2,0.0,1.0,17.46,1,4,6,,0.0,Democrat,Strong,,1,1,6,,0.0,55-64,Male,,,1,1
7,t8694y0a,389049.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:16:20.002707,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,7,,0.0,389049,1,1754921780.05,1,233.0,90.0,0,0.0,3.0,3.0,-2.0,177.76,-1.0,1.0,8.62,5416829307.0,2.0,31.0,-2.0,9.51,3.0,1.0,316.33,2.0,0.0,6.64,1,1,7,,0.0,389049,1,1754922299.23,1,122.0,379.0,0,0.0,2.0,32.0,-1.0,6.36,-1.0,1.0,9.63,5148763902.0,1.0,21.0,-2.0,8.07,3.0,1.0,198.49,-2.0,0.0,5.09,1,2,7,,0.0,389049,1,1754922527.2,1,124.0,566.0,0,0.0,4.0,324.0,-2.0,5.39,-1.0,1.0,2.53,9325140876.0,9.0,46.0,1.0,21.15,3.0,1.0,6.34,1.0,1.0,8.86,1,3,7,,0.0,389049,1,1754922571.81,1,111.0,546.0,0,0.0,1.0,3241.0,-2.0,7.16,-1.0,1.0,4.06,1980426573.0,0.0,11.0,-2.0,1.75,3.0,1.0,42.05,0.0,0.0,3.81,1,4,7,,0.0,Democrat,Strong,,1,1,7,,0.0,45-54,Male,,,1,1
8,6alyr6qv,465404.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:16:51.648845,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,8,,0.0,465404,1,1754921811.92,1,224.0,429.0,0,0.0,4.0,4.0,1.0,53.82,1.0,1.0,26.38,7490621385.0,6.0,41.0,-2.0,33.54,1.0,1.0,59.6,0.0,1.0,201.95,1,1,8,,0.0,465404,1,1754922188.73,1,123.0,316.0,0,0.0,3.0,43.0,1.0,71.69,1.0,1.0,33.81,1627483905.0,6.0,33.0,-1.0,27.7,0.0,1.0,153.92,2.0,0.0,9.35,1,2,8,,0.0,465404,1,1754922486.66,1,121.0,485.0,0,0.0,1.0,431.0,2.0,48.51,1.0,1.0,6.08,2597380416.0,6.0,10.0,-2.0,32.19,3.0,1.0,29.71,0.0,0.0,8.59,1,3,8,,0.0,465404,1,1754922613.15,1,232.0,540.0,0,0.0,2.0,4312.0,1.0,7.21,1.0,1.0,3.06,4760928153.0,7.0,21.0,-2.0,17.26,3.0,1.0,33.63,-2.0,0.0,6.02,1,4,8,,0.0,Republican,Strong,,1,1,8,,0.0,55-64,Female,,,1,1
9,66gydx49,566732.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:17:05.698015,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,9,,0.0,566732,1,1754921825.76,1,131.0,445.0,0,0.0,1.0,1.0,1.0,56.4,1.0,1.0,11.01,3781925604.0,8.0,10.0,-2.0,18.05,3.0,1.0,70.95,-1.0,0.0,19.02,1,1,9,,0.0,566732,1,1754922001.55,1,232.0,515.0,0,0.0,2.0,12.0,0.0,10.1,0.0,1.0,10.23,4760928153.0,0.0,24.0,0.0,9.57,3.0,1.0,56.6,0.0,0.0,4.27,1,2,9,,0.0,566732,1,1754922092.71,1,114.0,473.0,0,0.0,4.0,124.0,-2.0,6.5,-1.0,1.0,2.87,192674835.0,1.0,41.0,-2.0,11.32,3.0,1.0,108.95,-1.0,0.0,3.38,1,3,9,,0.0,566732,1,1754922226.89,1,113.0,549.0,0,0.0,3.0,1243.0,1.0,6.04,1.0,1.0,3.23,8724693150.0,2.0,32.0,-1.0,14.76,3.0,1.0,28.93,-1.0,0.0,2.77,1,4,9,,0.0,Republican,Moderate,,1,1,9,,0.0,18-24,Male,,,1,1
10,5mb1phv6,606384.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-11 14:17:31.549444,1,,,0.0,xnp2k39a,,,,,0,https://app.prolific.com/submissions/complete?cc=C16LKMGJ,My_survey_static,0.0,1.0,1,1754920903.7037446,10,,0.0,606384,1,1754921851.58,1,211.0,328.0,0,0.0,1.0,1.0,-2.0,45.88,-1.0,1.0,57.48,4621085973.0,0.0,14.0,0.0,21.19,3.0,1.0,149.47,0.0,0.0,9.2,1,1,10,,0.0,606384,1,1754922135.02,1,224.0,339.0,0,0.0,4.0,14.0,-2.0,14.03,-1.0,1.0,7.18,7490621385.0,1.0,44.0,0.0,18.73,3.0,1.0,222.28,0.0,0.0,3.71,1,2,10,,0.0,606384,1,1754922401.2,1,213.0,218.0,0,0.0,3.0,143.0,-1.0,12.3,-1.0,1.0,11.0,584971623.0,3.0,34.0,0.0,15.41,3.0,1.0,344.05,0.0,0.0,3.93,1,3,10,,0.0,606384,1,1754922788.59,1,222.0,481.0,0,0.0,2.0,1432.0,-2.0,5.8,-1.0,1.0,4.87,3178462950.0,4.0,24.0,0.0,6.45,3.0,1.0,104.66,0.0,0.0,3.2,1,4,10,,0.0,Democrat,Moderate,,1,1,10,,0.0,25-34,Female,,,1,1
